subject_id	trial 	image 	position of image	sugar/free	bid	reaction time 	Q1	Q2	Q3	Q4	gender	age	day
s14	9	25	1	0	100	8.059985700000198	5	4	2	5	1	21	8
s14	10	42	2	1	50	6.41054639999993	4	3	2	3	1	21	8
s14	11	49	2	0	75	4.872209399999974	5	5	2	4	1	21	8
s14	12	40	1	1	100	5.875122599999941	4	3	2	3	1	21	8
s14	13	26	1	1	90	6.968475899999703	4	3	2	3	1	21	8
s14	14	59	1	0	85	6.814054999999826	5	4	2	3	1	21	8
s14	15	60	1	1	80	4.482966800000213	5	5	2	3	1	21	8
s14	16	18	2	1	80	7.554747600000155	4	3	2	3	1	21	8
s14	17	39	1	0	90	5.849024600000121	4	3	2	3	1	21	8
s14	18	6	1	1	35	4.556897400000253	2	3	3	3	1	21	8
s14	19	5	2	0	35	5.6230076000001645	5	4	2	3	1	21	8
s14	20	11	2	0	100	5.606438599999819	5	3	2	3	1	21	8
s14	21	13	1	0	120	7.61094409999987	5	4	2	4	1	21	8
s14	22	19	1	0	80	5.986987300000237	5	4	2	4	1	21	8
s14	23	54	2	1	50	5.329296400000203	5	5	2	4	1	21	8
s14	24	58	1	1	30	4.275225099999716	4	4	2	3	1	21	8
s14	25	52	1	1	50	4.935495000000174	5	4	2	4	1	21	8
s14	26	23	1	0	80	4.968268499999795	5	4	2	3	1	21	8
s14	27	8	2	1	45	9.028233699999873	3	4	2	3	1	21	8
s14	28	46	2	1	30	4.126263000000108	4	3	2	3	1	21	8
s14	29	53	1	0	50	4.284226000000217	5	4	2	4	1	21	8
s14	30	22	2	1	50	4.113160999999764	4	4	2	3	1	21	8
s14	31	45	2	0	50	5.790382399999999	5	3	2	3	1	21	8
s14	32	47	2	0	35	5.614863899999818	5	4	2	3	1	21	8
s14	33	51	2	0	50	6.552147599999898	5	3	2	4	1	21	8
s14	34	32	2	1	50	4.894856099999743	1	3	2	3	1	21	8
s14	35	30	2	1	65	5.155936999999994	5	4	2	4	1	21	8
s14	36	1	1	0	70	5.93301270000029	4	4	2	4	1	21	8
s14	37	36	1	1	50	4.521178599999985	4	3	2	3	1	21	8
s14	38	31	1	0	50	4.194590600000083	5	4	2	3	1	21	8
s14	39	55	1	0	90	5.4557614999998805	4	4	2	3	1	21	8
s14	40	9	1	0	75	7.664218399999754	5	5	2	3	1	21	8
s14	41	29	2	0	80	5.294142499999907	5	4	2	5	1	21	8
s14	42	15	2	0	50	5.38432180000018	4	3	2	5	1	21	8
s14	43	57	1	0	40	6.704966499999955	4	4	2	3	1	21	8
s14	44	24	1	1	70	6.764556799999809	3	3	2	3	1	21	8
s14	45	3	2	0	100	7.151337600000261	4	4	2	4	1	21	8
s14	46	4	2	1	80	4.9364746999999625	4	3	2	3	1	21	8
s14	47	44	2	1	100	9.22808699999996	4	4	2	4	1	21	8
s14	48	34	2	1	50	4.93493239999998	4	4	2	3	1	21	8
s14	49	7	1	0	50	6.5991149000001315	5	4	2	4	1	21	8
s14	50	10	2	1	75	5.1670483000002605	4	3	2	3	1	21	8
s14	51	2	1	1	50	4.992711600000348	5	4	2	3	1	21	8
s14	52	12	1	1	50	6.097894300000007	5	4	2	4	1	21	8
s14	53	28	1	1	50	5.190324700000019	5	4	2	4	1	21	8
s14	54	38	1	1	50	4.351985099999638	4	3	2	4	1	21	8
s14	55	20	1	1	50	3.814326400000027	4	3	2	4	1	21	8
s14	56	41	1	0	75	5.450174900000093	4	4	2	3	1	21	8
s14	57	35	1	0	40	6.9551227000001745	5	2	2	3	1	21	8
s14	58	21	2	0	40	4.500880000000052	4	4	2	3	1	21	8
s14	59	16	2	1	50	5.264338599999974	3	3	2	3	1	21	8
s14	60	56	2	1	80	5.579772200000207	5	4	2	4	1	21	8
s15	1	24	1	1	25	3.728382600000259	2	4	3	5	0	24	8
s15	2	18	2	1	40	2.7515234000002238	1	3	3	3	0	24	8
s15	3	46	2	1	25	1.9380581999998867	2	4	3	4	0	24	8
s15	4	11	2	0	65	3.4107966999999917	5	3	4	5	0	24	8
s15	5	36	1	1	35	4.4231080999998085	2	3	3	5	0	24	8
s15	6	20	2	1	50	1.9288488000001962	2	4	4	4	0	24	8
s15	7	60	1	1	50	1.9155922999998438	4	5	1	4	0	24	8
s15	8	1	1	0	83	3.892612800000279	5	4	5	5	0	24	8
s15	9	38	2	1	30	1.6975689999999304	2	4	3	4	0	24	8
s15	10	39	1	0	35	2.8370154999997794	5	4	2	5	0	24	8
s15	11	44	2	1	70	4.982079800000065	2	4	3	5	0	24	8
s15	12	55	2	0	60	2.690276100000119	5	5	3	5	0	24	8
s15	13	30	1	1	40	1.4704255999999987	2	3	3	3	0	24	8
s15	14	45	2	0	20	3.2413768000001255	5	5	2	5	0	24	8
s15	15	4	1	1	95	2.3735830999999052	2	4	5	5	0	24	8
s15	16	27	2	0	55	1.984417300000132	5	5	2	5	0	24	8
s15	17	40	2	1	70	3.793320599999788	2	4	3	5	0	24	8
s15	18	32	2	1	55	2.1212408999999752	4	3	3	5	0	24	8
s15	19	37	2	0	24	1.2926519000002372	5	5	3	5	0	24	8
s15	20	13	2	0	95	3.0023917000003166	3	4	4	5	0	24	8
s15	21	7	1	0	22	1.9993705000001682	4	5	3	4	0	24	8
s15	22	35	1	0	27	2.656096400000024	5	3	3	5	0	24	8
s15	23	25	2	0	35	1.4871542000000773	4	4	2	5	0	24	8
s15	24	53	1	0	20	4.48308279999992	5	5	2	5	0	24	8
s15	25	6	1	1	25	3.5904129999998986	4	3	3	4	0	24	8
s15	26	14	2	1	110	3.169284399999924	5	4	5	5	0	24	8
s15	27	42	1	1	45	1.3799889000001713	2	4	3	3	0	24	8
s15	28	54	1	1	30	1.8141780999999355	2	4	3	4	0	24	8
s15	29	21	1	0	45	8.881963100000121	1	4	2	4	0	24	8
s15	30	56	2	1	90	1.8940692000001036	2	4	3	5	0	24	8
s15	31	50	1	1	54	8.367947100000038	2	5	2	1	0	24	8
s15	32	19	1	0	32	4.486468100000366	2	5	2	4	0	24	8
s15	33	47	2	0	24	1.4746863999998823	5	5	1	5	0	24	8
s15	34	49	2	0	40	1.9283642999998847	5	5	2	3	0	24	8
s15	35	58	2	1	18	3.6491445999999996	1	4	3	4	0	24	8
s15	36	57	1	0	16	3.4314971999997397	1	4	2	3	0	24	8
s15	37	16	1	1	36	3.5798844999999346	2	4	2	5	0	24	8
s15	38	26	2	1	36	1.675479500000165	4	4	3	4	0	24	8
s15	39	22	1	1	40	1.8321571999999833	2	4	3	5	0	24	8
s15	40	9	1	0	66	5.663104799999928	5	5	2	4	0	24	8
s15	41	12	2	1	77	2.6021043999999165	4	3	5	4	0	24	8
s15	42	59	1	0	40	2.374229800000194	3	5	1	4	0	24	8
s15	43	33	2	0	40	1.0472609000003104	5	5	3	4	0	24	8
s15	44	43	1	0	45	1.8077699999998913	2	5	2	4	0	24	8
s15	45	17	2	0	42	3.4692371999999523	4	5	3	5	0	24	8
s15	46	52	2	1	31	1.0094522999997935	2	4	3	5	0	24	8
s15	47	34	1	1	40	4.667694499999925	2	4	3	5	0	24	8
s15	48	31	1	0	38	1.460819299999912	5	5	2	5	0	24	8
s15	49	3	1	0	74	2.5296418999996604	4	4	4	5	0	24	8
s15	50	10	1	1	79	1.850611399999707	4	4	3	4	0	24	8
s15	51	41	2	0	33	2.370519300000069	5	5	2	5	0	24	8
s15	52	48	2	1	2	2.278652299999976	1	3	3	3	0	24	8
s15	53	8	1	1	26	1.7585758999998689	2	4	4	4	0	24	8
s15	54	23	2	0	20	1.0598595000001296	5	5	2	5	0	24	8
s15	55	28	2	1	80	2.2301425000000563	3	4	2	5	0	24	8
s15	56	2	1	1	94	1.4702754999998433	4	4	5	5	0	24	8
s15	57	5	1	0	10	1.4435357000002114	5	5	2	5	0	24	8
s15	58	15	2	0	29	5.423104399999829	2	4	2	5	0	24	8
s15	59	29	1	0	0	4.104566700000305	4	4	3	5	0	24	8
s15	60	51	2	0	30	2.2800052000002324	3	4	3	4	0	24	8
s16	1	54	1	1	20	10.563432799999646	4	5	1	5	0	22	11
s16	2	19	2	0	15	7.798363900000368	3	4	1	4	0	22	11
s16	3	14	1	1	25	9.478460399999676	4	4	2	3	0	22	11
s16	4	42	1	1	32	5.9595368999998755	3	4	1	4	0	22	11
s16	5	4	1	1	16	4.6021022999993875	2	5	1	1	0	22	11
s16	6	40	2	1	0	7.86249080000016	3	5	1	1	0	22	11
s16	7	57	1	0	0	2.4436335000000327	2	5	1	1	0	22	11
s16	8	35	2	0	0	1.8433893000001262	4	2	1	1	0	22	11
s16	9	20	2	1	17	6.5557051999994655	3	5	1	4	0	22	11
s16	10	48	1	1	6	5.867857599999297	1	5	1	1	0	22	11
s16	11	18	1	1	21	3.164752099999532	3	4	1	4	0	22	11
s16	12	46	1	1	14	4.530243100000007	2	5	1	3	0	22	11
s16	13	11	1	0	17	14.696315799999866	3	5	2	2	0	22	11
s16	14	56	1	1	28	9.909905299999991	3	5	1	4	0	22	11
s16	15	59	2	0	0	2.455374699999993	4	5	1	1	0	22	11
s16	16	36	1	1	0	7.804886099999749	4	3	1	1	0	22	11
s16	17	12	1	1	14	14.632942100000037	3	5	2	2	0	22	11
s16	18	30	1	1	0	1.9978241999997408	3	5	1	1	0	22	11
s16	19	39	2	0	0	3.438557200000105	2	5	1	1	0	22	11
s16	20	27	1	0	0	1.1076180000000022	4	5	1	1	0	22	11
s16	21	16	2	1	34	5.036382300000696	2	3	1	4	0	22	11
s16	22	24	2	1	15	2.7233194999998886	3	4	1	3	0	22	11
s16	23	38	2	1	12	6.83266679999997	3	5	1	3	0	22	11
s16	24	13	1	0	24	5.4036444999992455	3	4	2	4	0	22	11
s16	25	9	1	0	19	6.4361219000002166	3	5	1	4	0	22	11
s16	26	31	2	0	18	3.2723767000006774	2	5	1	2	0	22	11
s16	27	47	1	0	0	3.7756336999991618	2	5	1	1	0	22	11
s16	28	26	1	1	10	1.4797230000003765	3	4	1	4	0	22	11
s16	29	2	1	1	11	6.90091719999964	3	5	2	2	0	22	11
s16	30	34	2	1	7	4.77826080000068	3	5	1	2	0	22	11
s16	31	53	2	0	15	5.704431299999669	5	5	1	5	0	22	11
s16	32	45	1	0	13	6.030929499999729	3	5	1	3	0	22	11
s16	33	25	2	0	23	8.484885300000315	5	4	1	5	0	22	11
s16	34	58	2	1	0	2.711430299999847	1	5	1	1	0	22	11
s16	35	43	1	0	0	5.992674699999952	3	5	1	3	0	22	11
s16	36	29	2	0	0	1.8007249000002048	4	5	1	5	0	22	11
s16	37	55	2	0	5	1.8557887999995728	2	5	1	3	0	22	11
s16	38	15	2	0	13	7.8433454999994865	2	4	1	5	0	22	11
s16	39	44	2	1	19	2.5013975000001665	4	5	1	3	0	22	11
s16	40	5	2	0	16	6.755054100000052	5	5	1	5	0	22	11
s16	41	17	1	0	19	3.1712646000005407	3	4	1	5	0	22	11
s16	42	60	2	1	0	3.872848900000463	3	5	1	1	0	22	11
s16	43	23	1	0	10	2.2922267000003558	3	4	1	4	0	22	11
s16	44	28	2	1	0	3.626687999999376	4	5	1	1	0	22	11
s16	45	21	1	0	21	6.800467300000491	5	5	1	5	0	22	11
s16	46	49	1	0	14	4.2812643999996	3	5	1	2	0	22	11
s16	47	33	1	0	13	1.7800814000001992	4	5	1	2	0	22	11
s16	48	41	2	0	23	4.457860599999549	4	5	1	3	0	22	11
s16	49	51	2	0	17	3.8682840999999826	4	4	1	5	0	22	11
s16	50	1	1	0	0	1.5172263999993447	3	4	2	2	0	22	11
s16	51	37	2	0	15	2.545697800000198	3	5	1	2	0	22	11
s16	52	7	2	0	20	9.160430699999779	4	5	1	5	0	22	11
s16	53	50	1	1	17	4.042575399999805	4	5	1	1	0	22	11
s16	54	10	2	1	25	7.64011599999958	4	5	1	2	0	22	11
s16	55	32	1	1	15	1.7225953999995909	4	5	1	1	0	22	11
s16	56	8	1	1	24	4.851528099999996	3	5	1	4	0	22	11
s16	57	3	2	0	0	2.2090243000002374	2	4	1	2	0	22	11
s16	58	52	2	1	17	13.181133600000067	3	4	1	5	0	22	11
s16	59	6	2	1	18	4.420948299999509	2	5	1	3	0	22	11
s16	60	22	2	1	13	2.0138061999996353	1	5	1	1	0	22	11
s17	1	26	1	1	11	11.092038299999786	1	5	2	4	1	34	11
s17	2	45	2	0	11	7.21787519999998	5	4	2	5	1	34	11
s17	3	55	2	0	5	6.8280087999996795	5	5	3	4	1	34	11
s17	4	30	1	1	100	10.029549699999734	5	5	2	5	1	34	11
s17	5	33	1	0	38	2.334895299999971	5	5	1	4	1	34	11
s17	6	32	2	1	41	5.855964800000038	1	4	4	4	1	34	11
s17	7	36	1	1	22	2.095147300000008	5	3	3	5	1	34	11
s17	8	5	2	0	24	9.194402899999659	5	5	2	5	1	34	11
s17	9	29	1	0	104	6.4096316999998635	5	5	2	4	1	34	11
s17	10	12	2	1	90	4.768843199999992	4	3	3	2	1	34	11
s17	11	27	1	0	96	7.111711700000342	5	5	1	3	1	34	11
s17	12	31	1	0	65	4.549963100000241	5	5	2	3	1	34	11
s17	13	9	2	0	105	9.136127099999612	5	5	3	5	1	34	11
s17	14	51	2	0	70	1.3859601999997722	5	5	2	5	1	34	11
s17	15	8	1	1	51	11.574614499999825	1	5	2	5	1	34	11
s17	16	10	2	1	104	1.5152290999999423	5	5	2	4	1	34	11
s17	17	23	1	0	34	4.115140699999756	5	4	2	5	1	34	11
s17	18	58	2	1	17	7.524471100000028	1	4	4	4	1	34	11
s17	19	42	2	1	45	3.8672114999999394	1	4	4	4	1	34	11
s17	20	57	1	0	15	9.256355299999996	5	5	1	5	1	34	11
s17	21	40	2	1	41	8.093056300000171	3	5	1	4	1	34	11
s17	22	44	2	1	75	9.845321899999817	1	5	2	5	1	34	11
s17	23	11	1	0	70	3.4400445999999647	5	5	3	1	1	34	11
s17	24	17	1	0	90	12.155444399999851	4	4	2	4	1	34	11
s17	25	2	1	1	59	6.29255989999956	1	4	2	4	1	34	11
s17	26	13	1	0	135	4.482759099999839	5	5	3	5	1	34	11
s17	27	14	2	1	135	4.164207499999975	1	4	4	4	1	34	11
s17	28	39	1	0	85	3.729719799999657	5	5	1	4	1	34	11
s17	29	16	2	1	90	4.335101399999985	1	4	4	4	1	34	11
s17	30	24	1	1	21	2.0868696000002274	1	4	2	5	1	34	11
s17	31	34	2	1	47	3.181358399999681	1	4	2	4	1	34	11
s17	32	28	1	1	78	2.142867000000024	1	5	4	4	1	34	11
s17	33	1	2	0	52	3.316891999999825	5	5	3	1	1	34	11
s17	34	22	2	1	57	5.871239699999933	1	4	2	4	1	34	11
s17	35	41	2	0	57	5.153240399999959	5	5	1	4	1	34	11
s17	36	37	2	0	32	2.653464299999996	5	5	2	4	1	34	11
s17	37	6	1	1	33	5.897059699999772	1	4	2	4	1	34	11
s17	38	7	2	0	30	5.140156000000388	5	5	2	5	1	34	11
s17	39	4	1	1	34	4.2202204000000165	5	5	2	4	1	34	11
s17	40	35	1	0	38	2.0967985000002045	5	2	3	2	1	34	11
s17	41	38	1	1	28	8.014609299999847	4	5	2	5	1	34	11
s17	42	25	2	0	37	3.88708459999998	5	4	2	5	1	34	11
s17	43	15	1	0	64	8.404803299999912	4	5	2	5	1	34	11
s17	44	50	1	1	48	4.984773099999984	5	5	2	1	1	34	11
s17	45	20	1	1	47	3.686759500000335	1	4	2	5	1	34	11
s17	46	59	2	0	35	1.401986500000021	5	5	1	4	1	34	11
s17	47	53	2	0	29	3.665104600000177	5	5	1	5	1	34	11
s17	48	47	1	0	25	2.3357919999998558	5	5	1	3	1	34	11
s17	49	43	2	0	70	5.935300699999971	4	5	2	5	1	34	11
s17	50	21	1	0	90	9.325974699999733	5	4	2	5	1	34	11
s17	51	19	1	0	60	5.0708559999998215	5	5	2	3	1	34	11
s17	52	60	1	1	60	2.893103500000052	1	4	4	4	1	34	11
s17	53	54	1	1	34	5.666574900000342	1	4	4	4	1	34	11
s17	54	46	2	1	20	6.760228999999981	1	4	4	4	1	34	11
s17	55	3	2	0	60	6.122675300000083	4	5	2	3	1	34	11
s17	56	56	2	1	70	2.708416099999795	3	5	2	3	1	34	11
s17	57	49	2	0	70	2.5979127999999037	5	5	2	5	1	34	11
s17	58	18	2	1	81	3.8671666000000187	5	4	2	5	1	34	11
s17	59	52	2	1	40	1.3713083999996343	1	4	2	5	1	34	11
s17	60	48	1	1	51	2.4399920999999267	1	4	4	4	1	34	11
s18	1	6	2	1	15	5.475661599999512	2	3	3	2	1	20	11
s18	2	12	1	1	21	9.565650100000312	3	3	3	3	1	20	11
s18	3	25	2	0	30	2.9114165000000867	5	4	3	4	1	20	11
s18	4	2	1	1	35	7.458014699999694	5	4	3	5	1	20	11
s18	5	33	1	0	30	4.429755199999818	5	4	2	4	1	20	11
s18	6	39	1	0	25	6.836681899999348	5	3	2	3	1	20	11
s18	7	26	1	1	20	3.6992874999996275	5	4	3	4	1	20	11
s18	8	48	2	1	35	5.481965299999501	4	3	1	3	1	20	11
s18	9	54	1	1	50	2.912731399999757	5	4	3	5	1	20	11
s18	10	55	1	0	55	3.495604600000661	5	3	4	1	1	20	11
s18	11	17	1	0	55	10.28895360000024	5	4	3	5	1	20	11
s18	12	58	1	1	5	2.25840640000024	4	3	3	3	1	20	11
s18	13	57	2	0	10	5.606421700000283	5	4	3	5	1	20	11
s18	14	53	2	0	55	3.4393671999996513	5	4	3	5	1	20	11
s18	15	8	2	1	45	4.158416700000089	5	5	3	5	1	20	11
s18	16	31	2	0	30	4.71134930000062	5	4	2	4	1	20	11
s18	17	5	2	0	40	5.8786882999993395	5	4	3	5	1	20	11
s18	18	44	2	1	55	11.480155700000068	5	5	3	5	1	20	11
s18	19	9	2	0	37	5.629217900000185	5	4	3	5	1	20	11
s18	20	15	2	0	30	5.0809620999998515	5	2	3	5	1	20	11
s18	21	36	1	1	25	3.887625900000785	5	2	3	4	1	20	11
s18	22	27	2	0	40	5.921085299999504	5	4	3	1	1	20	11
s18	23	16	1	1	0	1.8991736999996647	5	3	3	1	1	20	11
s18	24	51	2	0	30	3.128495599999951	5	4	3	5	1	20	11
s18	25	59	1	0	15	2.644585700000789	5	3	1	1	1	20	11
s18	26	34	2	1	30	9.96926590000021	5	3	2	2	1	20	11
s18	27	52	2	1	45	6.7706945999998425	4	4	3	5	1	20	11
s18	28	49	1	0	25	4.123753699999725	5	4	3	5	1	20	11
s18	29	29	2	0	50	2.7329867000007653	5	4	3	5	1	20	11
s18	30	28	1	1	40	10.541693200000736	5	5	2	1	1	20	11
s18	31	21	1	0	25	3.100979100000586	5	4	3	5	1	20	11
s18	32	43	1	0	70	13.769627499999842	5	5	3	5	1	20	11
s18	33	40	1	1	25	2.8933167000004687	5	4	3	2	1	20	11
s18	34	47	1	0	20	4.7952267000000575	5	3	2	4	1	20	11
s18	35	20	1	1	40	4.133732299999792	3	3	3	3	1	20	11
s18	36	45	2	0	25	5.478996599999846	5	3	3	5	1	20	11
s18	37	42	2	1	40	3.3273441999999704	5	4	3	2	1	20	11
s18	38	13	2	0	50	3.2151472000005015	5	4	3	5	1	20	11
s18	39	35	2	0	35	3.751162600000498	5	2	3	4	1	20	11
s18	40	37	1	0	40	4.875065600000198	5	3	3	4	1	20	11
s18	41	24	2	1	25	3.6660272999997687	4	3	3	4	1	20	11
s18	42	7	1	0	45	2.553976199999852	5	5	3	5	1	20	11
s18	43	60	1	1	24	5.041696900000716	5	3	1	2	1	20	11
s18	44	14	2	1	50	2.737056400000256	5	4	3	5	1	20	11
s18	45	56	2	1	0	3.7757511999998314	5	4	4	1	1	20	11
s18	46	11	1	0	30	3.487472300000263	5	2	3	3	1	20	11
s18	47	18	1	1	40	3.3264005999999426	4	3	3	4	1	20	11
s18	48	10	1	1	40	3.532352500000343	5	4	3	4	1	20	11
s18	49	32	1	1	40	7.149016399999709	5	3	3	3	1	20	11
s18	50	4	1	1	45	2.951496799999404	5	4	3	4	1	20	11
s18	51	3	2	0	45	2.958341499999733	5	4	3	5	1	20	11
s18	52	19	1	0	35	5.916760399999475	5	4	3	4	1	20	11
s18	53	50	2	1	20	2.1749902000001384	5	4	3	2	1	20	11
s18	54	46	2	1	19	5.93387679999978	4	4	3	4	1	20	11
s18	55	41	1	0	25	3.171818599999824	5	3	3	4	1	20	11
s18	56	23	1	0	20	3.0437759000005826	5	3	3	4	1	20	11
s18	57	22	2	1	15	3.425450499999897	1	3	3	2	1	20	11
s18	58	1	2	0	45	2.8709945000000516	5	4	3	5	1	20	11
s18	59	30	2	1	50	3.864793699999609	5	4	3	5	1	20	11
s18	60	38	2	1	25	3.675166800000625	5	4	3	3	1	20	11
s19	1	28	1	1	60	6.277661500000249	4	3	3	3	1	27	11
s19	2	59	2	0	40	5.1346350999992865	4	5	1	2	1	27	11
s19	3	4	1	1	50	7.879063700002007	5	2	4	5	1	27	11
s19	4	11	1	0	50	6.7961968000017805	4	2	2	2	1	27	11
s19	5	58	2	1	30	6.583340699999098	3	3	1	2	1	27	11
s19	6	1	1	0	35	7.358718500003306	5	4	1	1	1	27	11
s19	7	56	1	1	90	17.640218200001982	5	2	4	5	1	27	11
s19	8	49	1	0	50	15.289590300002601	5	4	1	5	1	27	11
s19	9	3	2	0	50	3.5321355999985826	5	4	1	2	1	27	11
s19	10	27	1	0	50	6.685757300001569	4	5	1	2	1	27	11
s19	11	26	2	1	40	6.064028799999505	4	3	1	2	1	27	11
s19	12	46	2	1	30	4.122362300000532	4	3	1	3	1	27	11
s19	13	25	1	0	80	2.876315199999226	5	3	1	5	1	27	11
s19	14	31	1	0	50	7.163864599999215	5	3	1	4	1	27	11
s19	15	39	1	0	20	27.703689699999813	4	4	1	1	1	27	11
s19	16	29	2	0	80	4.879914699999063	5	4	2	5	1	27	11
s19	17	38	2	1	40	7.869169499997952	4	3	1	1	1	27	11
s19	18	54	2	1	45	8.580214600002364	5	3	1	4	1	27	11
s19	19	41	2	0	43	6.083065200000419	5	4	1	3	1	27	11
s19	20	47	2	0	37	4.574939999998605	5	4	1	4	1	27	11
s19	21	43	1	0	46	6.631003099999361	4	4	2	3	1	27	11
s19	22	5	2	0	22	7.533961900000577	5	4	1	5	1	27	11
s19	23	60	2	1	35	4.61740760000248	5	4	1	4	1	27	11
s19	24	23	1	0	38	8.709687599999597	4	3	1	1	1	27	11
s19	25	30	2	1	73	5.197442600001523	5	3	3	4	1	27	11
s19	26	44	2	1	61	5.674405800000386	5	3	3	5	1	27	11
s19	27	52	2	1	42	7.6369776999999885	5	3	1	5	1	27	11
s19	28	10	2	1	58	8.12831240000014	4	3	2	2	1	27	11
s19	29	34	1	1	52	3.8215839000004053	4	3	3	4	1	27	11
s19	30	13	2	0	62	9.59541739999986	4	4	1	3	1	27	11
s19	31	33	2	0	48	9.713647200002015	4	3	2	4	1	27	11
s19	32	19	1	0	62	4.524540900001739	4	4	1	4	1	27	11
s19	33	53	2	0	52	4.1419662999978755	5	4	1	4	1	27	11
s19	34	9	1	0	46	6.551224099999672	4	4	1	2	1	27	11
s19	35	37	1	0	36	5.384003800001665	5	5	1	1	1	27	11
s19	36	14	2	1	72	12.950699299999542	4	3	2	4	1	27	11
s19	37	50	1	1	55	23.08619610000096	4	4	1	2	1	27	11
s19	38	17	1	0	58	9.84579389999999	4	4	2	3	1	27	11
s19	39	55	2	0	88	13.514125999998214	5	4	2	5	1	27	11
s19	40	42	1	1	68	20.36846180000066	5	3	2	5	1	27	11
s19	41	22	2	1	44	7.954439600001933	5	2	2	3	1	27	11
s19	42	6	2	1	60	3.408093899997766	4	3	3	4	1	27	11
s19	43	16	1	1	80	2.4352079999989655	4	2	4	5	1	27	11
s19	44	21	2	0	52	10.478987900001812	2	4	1	3	1	27	11
s19	45	24	1	1	40	3.3860909000031825	4	4	1	1	1	27	11
s19	46	40	2	1	23	6.853941100001975	4	3	1	1	1	27	11
s19	47	45	1	0	30	3.554801700000098	5	4	1	2	1	27	11
s19	48	15	2	0	49	8.59048509999775	5	2	1	5	1	27	11
s19	49	8	2	1	50	4.237812100000156	4	3	1	4	1	27	11
s19	50	48	1	1	22	5.010021099998994	4	3	1	3	1	27	11
s19	51	36	1	1	64	4.093674600000668	5	1	1	5	1	27	11
s19	52	7	1	0	38	2.452652500000113	5	5	1	4	1	27	11
s19	53	51	1	0	54	2.8847134000025108	5	5	1	4	1	27	11
s19	54	57	2	0	18	6.232414900001459	3	3	1	2	1	27	11
s19	55	18	1	1	28	6.089126299997588	3	2	1	4	1	27	11
s19	56	20	2	1	47	3.338124900001276	3	4	1	4	1	27	11
s19	57	12	1	1	48	4.518128200001229	3	2	3	4	1	27	11
s19	58	2	1	1	35	5.662752300002467	4	2	2	2	1	27	11
s19	59	35	1	0	66	3.591565200000332	5	2	1	5	1	27	11
s19	60	32	2	1	68	4.694846599999437	5	2	3	4	1	27	11
s20	1	20	1	1	11	8.636346000000003	1	3	2	3	0	38	12
s20	2	35	2	0	0	4.622108100000105	5	2	1	1	0	38	12
s20	3	56	1	1	35	7.411034900000004	2	2	3	4	0	38	12
s20	4	41	2	0	0	4.485397700000021	5	3	1	1	0	38	12
s20	5	33	1	0	18	7.1296628000000055	5	4	1	3	0	38	12
s20	6	42	2	1	25	5.9659302000000025	1	2	3	3	0	38	12
s20	7	34	1	1	0	2.4952458000000206	1	3	2	3	0	38	12
s20	8	51	2	0	30	2.02234529999987	5	5	2	4	0	38	12
s20	9	54	1	1	25	5.077840899999956	1	3	1	3	0	38	12
s20	10	30	2	1	0	2.3789520000000266	1	1	1	1	0	38	12
s20	11	9	1	0	25	2.624005899999929	5	5	1	3	0	38	12
s20	12	25	1	0	15	4.936350200000106	5	5	2	4	0	38	12
s20	13	58	1	1	5	2.0456775000000107	1	3	1	2	0	38	12
s20	14	39	1	0	27	3.427640999999994	5	5	1	4	0	38	12
s20	15	11	2	0	30	1.599525599999879	5	4	3	3	0	38	12
s20	16	50	1	1	5	2.1556288000001587	1	2	2	2	0	38	12
s20	17	7	2	0	20	1.689219299999877	5	5	2	4	0	38	12
s20	18	15	2	0	0	4.455878900000016	5	3	1	5	0	38	12
s20	19	46	2	1	7	1.9888507000000573	1	3	1	2	0	38	12
s20	20	3	1	0	5	1.155967500000088	5	5	2	4	0	38	12
s20	21	17	2	0	17	3.074773999999934	5	4	2	4	0	38	12
s20	22	37	2	0	27	4.56499319999989	5	5	1	2	0	38	12
s20	23	45	2	0	10	1.9165923999998995	5	5	1	4	0	38	12
s20	24	28	1	1	15	1.4532584000000952	1	2	1	2	0	38	12
s20	25	21	1	0	15	1.2245891000000029	5	5	1	4	0	38	12
s20	26	10	2	1	5	1.2675188000000617	2	3	2	3	0	38	12
s20	27	32	2	1	10	1.9953964000001179	1	2	2	3	0	38	12
s20	28	60	2	1	0	4.4289799000000585	1	2	1	2	0	38	12
s20	29	13	1	0	30	2.2251451000001907	5	5	2	3	0	38	12
s20	30	29	2	0	0	2.1208606999998665	5	3	1	5	0	38	12
s20	31	24	1	1	0	1.0900472999999238	1	3	1	3	0	38	12
s20	32	2	2	1	10	1.5975402999999915	1	3	3	4	0	38	12
s20	33	5	1	0	28	2.8887585999998464	5	5	2	4	0	38	12
s20	34	31	2	0	0	1.9320302000000993	5	5	1	2	0	38	12
s20	35	49	2	0	18	2.7093054000001757	5	5	1	4	0	38	12
s20	36	27	1	0	11	4.192517800000132	5	5	1	2	0	38	12
s20	37	19	2	0	24	2.7106881999998222	5	4	1	3	0	38	12
s20	38	59	1	0	15	5.73594449999996	5	5	1	3	0	38	12
s20	39	55	1	0	50	20.75100599999996	4	2	3	4	0	38	12
s20	40	8	1	1	5	3.193569400000115	1	3	2	2	0	38	12
s20	41	22	1	1	10	1.6932438999999704	1	2	3	2	0	38	12
s20	42	38	2	1	0	1.8386930000001485	1	3	1	1	0	38	12
